(-0.206452,131.8,3.15135)
(-0.206446,131.8,3.00135)
(-16.0064,131.8,3.00068)
(-16.0065,131.8,3.15068)
(-0.206544,136.8,3.15157)
(-0.206537,136.8,3.00157)
(-16.0065,136.8,3.1509)
(-16.0065,136.8,3.0009)
(-0.0198819,121.001,3.15107)
(-0.0198322,121.001,3.00107)
(-0.0144905,136.801,3.00327)
(-0.0145403,136.801,3.15327)
(4.98012,120.999,3.15273)
(4.98017,120.999,3.00273)
(4.98546,136.799,3.15493)
(4.98551,136.799,3.00493)
(-0.199463,132.2,0.400215)
(-0.199242,132.2,0.200215)
(-0.399242,132.2,0.199994)
(-0.399463,132.2,0.399994)
(-0.199655,132.6,0.400226)
(-0.199434,132.6,0.200226)
(-0.399655,132.6,0.400005)
(-0.399434,132.6,0.200005)
(-0.200113,132.2,0.800598)
(-0.19952,132.2,0.600599)
(-0.399519,132.2,0.600007)
(-0.400111,132.2,0.800006)
(-0.200742,132.6,0.80059)
(-0.20015,132.6,0.600591)
(-0.400741,132.6,0.799998)
(-0.400149,132.6,0.599999)
(-0.201081,132.2,1.20076)
(-0.200359,132.2,1.00076)
(-0.400357,132.2,1.00003)
(-0.401079,132.2,1.20003)
(-0.202112,132.6,1.20074)
(-0.20139,132.6,1.00074)
(-0.40211,132.6,1.20001)
(-0.401388,132.6,1.00002)
(-0.202062,132.2,1.60086)
(-0.201435,132.2,1.40087)
(-0.401432,132.199,1.40024)
(-0.402059,132.199,1.60024)
(-0.203744,132.6,1.60084)
(-0.203117,132.6,1.40084)
(-0.403742,132.599,1.60021)
(-0.403114,132.599,1.40021)
(-0.202225,132.2,2.00091)
(-0.201773,132.2,1.80091)
(-0.401769,132.199,1.80046)
(-0.402221,132.199,2.00046)
(-0.204557,132.6,2.00086)
(-0.204105,132.6,1.80086)
(-0.404553,132.599,2.00041)
(-0.404101,132.599,1.80041)
(-0.202361,132.2,2.40139)
(-0.201722,132.2,2.20139)
(-0.401717,132.199,2.20076)
(-0.402356,132.199,2.40076)
(-0.204764,132.6,2.40107)
(-0.204125,132.6,2.20107)
(-0.404759,132.599,2.40043)
(-0.404121,132.599,2.20044)
(-0.199325,132,0.2)
(-0.199325,132,0)
